Bigram,Probability
LLM activations,0.1111111111111111
activations and,1.0
and found,0.034482758620689655
found some,1.0
some interesting,0.5
interesting insights.,1.0
insights. Hereâ€™s,0.3333333333333333
Hereâ€™s what,1.0
what I,0.3333333333333333
I found:ğŸ§µ,0.16666666666666666
found:ğŸ§µ 1/n,1.0
1/n #AI,1.0
#LLM #Interpretability,0.012345679012345678
#Interpretability #alignment,1.0
#alignment #opensource,1.0
#opensource #AGI,0.5
@pmarca @AravSrinivas,1.0
@AravSrinivas Hence,1.0
Hence it,1.0
it seems,0.2
seems safe,1.0
safe to,1.0
"to guess,",0.02857142857142857
"guess, M.",1.0
"M. @AravSrinivas,",0.16666666666666666
"@AravSrinivas, that",1.0
that you've,0.09090909090909091
you've implemented,1.0
implemented a,1.0
a proprietary,0.02857142857142857
proprietary ideological,1.0
ideological filter,1.0
filter to,1.0
to make,0.02857142857142857
make a,0.5
a #OpenSource,0.02857142857142857
#OpenSource Chinese,1.0
"Chinese #LLM,",1.0
"#LLM, which",0.5
which would,0.5
would have,0.3333333333333333
have no,0.3333333333333333
no intrinsic,0.5
intrinsic biases,1.0
biases on,1.0
on its,0.045454545454545456
its own,0.3333333333333333
own (those,1.0
(those would,1.0
would be,0.3333333333333333
be introduced,0.1111111111111111
introduced in,1.0
the training,0.021739130434782608
"training materials),",0.5
"materials), acceptable",1.0
acceptable to,1.0
to right-wing,0.02857142857142857
right-wing politics.,1.0
@deepeval did,1.0
did a,1.0
a great,0.02857142857142857
great job,1.0
job framing,1.0
framing a,1.0
a systematic,0.02857142857142857
systematic approach,1.0
approach for,1.0
for end,0.05555555555555555
end tÃ¶,0.25
tÃ¶ end,1.0
end #RAG,0.25
#RAG evaluation,1.0
evaluation https://t.co/waM0ZDhTDh,1.0
https://t.co/waM0ZDhTDh However,1.0
However can,1.0
can we,0.09090909090909091
we do,0.16666666666666666
do better?,0.5
better? Can,1.0
Can Hyperpameters,1.0
Hyperpameters optimization,1.0
optimization help,0.5
help â“ï¸,0.2
â“ï¸ Check,1.0
Check this,1.0
this discussion,0.125
discussion to,0.5
to get,0.02857142857142857
get more,1.0
more insights,0.16666666666666666
insights https://t.co/YO2MAfITzY,0.3333333333333333
https://t.co/YO2MAfITzY #LLM,1.0
#LLM https://t.co/JdPtd92GjK,0.012345679012345678
IBM is,1.0
is stepping,0.041666666666666664
stepping up,1.0
the game!,0.021739130434782608
game! New,1.0
New small,0.25
small vision,1.0
vision LM,0.5
LM -,0.25
- Granite,0.07142857142857142
Granite Vision,0.5
"Vision 3.1,",1.0
"3.1, a",1.0
a 2B,0.02857142857142857
2B param,1.0
param model,1.0
model -,0.08333333333333333
- with,0.07142857142857142
with exceptional,0.05555555555555555
exceptional performance,1.0
performance on,1.0
on visual,0.045454545454545456
visual document,1.0
document understanding.,1.0
understanding. ğŸ“„ğŸ”,1.0
ğŸ“„ğŸ” This,1.0
This model,0.25
model was,0.08333333333333333
was trained,1.0
trained by,0.3333333333333333
by fine-tuning,0.16666666666666666
fine-tuning a,1.0
a Granite,0.02857142857142857
Granite LLM,0.5
LLM (Granite-3.1-2B-Instruct),0.1111111111111111
(Granite-3.1-2B-Instruct) with,1.0
with both,0.05555555555555555
both image,1.0
image and,1.0
and text.,0.034482758620689655
text. #research,1.0
#research #llmâ€¦,1.0
#llmâ€¦ https://t.co/6PRqcO5NLX,1.0
https://t.co/6PRqcO5NLX https://t.co/RgAlBbhVIx,1.0
Totday's Portfolio,1.0
Portfolio Summary,1.0
Summary #StockMarkets,1.0
#StockMarkets #Arduino,1.0
#Arduino #ESP32,1.0
#ESP32 #Raspberrypi,1.0
#Raspberrypi #Chihuahua,1.0
#Chihuahua #Stocks,1.0
#Stocks #Hodl,1.0
#Hodl #Python,1.0
#Python #Alpaca,1.0
#Alpaca #Ollama,1.0
#Ollama #LLama3,1.0
#LLama3 #LLM,1.0
#LLM #GPT,0.012345679012345678
#GPT https://t.co/upR1jozSD6,0.5
The rise,0.125
rise of,1.0
LLMs is,0.16666666666666666
is revolutionizing,0.041666666666666664
revolutionizing how,1.0
how we,0.2857142857142857
"we learn,",0.16666666666666666
"learn, but",1.0
but recent,0.2
recent research,1.0
research from,1.0
from The,0.125
The Wharton,0.125
Wharton School,1.0
School shows,1.0
shows that,0.5
that their,0.09090909090909091
their efficiency,0.5
efficiency may,1.0
may come,1.0
come at,0.5
at a,0.25
a cost:,0.02857142857142857
cost: shallower,1.0
shallower knowledge.,1.0
knowledge. Active,1.0
Active learning,1.0
learning through,1.0
through web,0.3333333333333333
web searches,1.0
searches leads,1.0
leads to,1.0
to deeper,0.02857142857142857
deeper understanding,1.0
understanding and,1.0
and more,0.034482758620689655
more unique,0.16666666666666666
unique insights.,0.5
insights. #AI,0.3333333333333333
#LLM #Learning,0.012345679012345678
#Learning #Edu,1.0
RAG systems,1.0
systems hallucinate,1.0
hallucinate more,1.0
more than,0.16666666666666666
than you,0.3333333333333333
you think.,0.1111111111111111
think. Without,1.0
Without PROPER,1.0
"PROPER evaluation,",1.0
"evaluation, youâ€™re:",1.0
youâ€™re: âŒ,1.0
âŒ Wasting,0.25
Wasting $$$,1.0
$$$ on,1.0
on irrelevant,0.045454545454545456
irrelevant data,1.0
data retrieval,0.2
retrieval âŒ,1.0
âŒ Ignoring,0.25
Ignoring â€˜confidently,1.0
â€˜confidently wrongâ€™,1.0
wrongâ€™ answers,1.0
answers âŒ,1.0
âŒ Missing,0.25
Missing critical,1.0
critical gaps,1.0
gaps in,1.0
in real-time,0.043478260869565216
real-time But,1.0
But TRIAD,1.0
TRIAD flips,1.0
flips the,1.0
the script.,0.021739130434782608
script. âš¡ï¸,1.0
âš¡ï¸ #LLM,0.5
#GenAI https://t.co/jMArMiAgC3,0.08333333333333333
"Mhm, yeah.",1.0
yeah. AI,1.0
AI will,0.04
will take,0.5
take jobs,1.0
jobs away,0.5
away from,0.5
from software,0.125
software engineers.,0.5
engineers. haha,1.0
haha so,1.0
so funny.,1.0
funny. They'll,1.0
They'll assist,1.0
"assist everyone,",1.0
"everyone, they",1.0
they won't,0.25
won't be,1.0
be as,0.1111111111111111
as capable,0.25
capable as,1.0
as the,0.25
the human,0.021739130434782608
human brain.,0.25
brain. #AI,1.0
#llm #tech,0.07692307692307693
#tech https://t.co/NbB0EO4cJf,0.5
@ilyasut is,1.0
is right.,0.041666666666666664
right. Scaling,1.0
Scaling Law,1.0
Law is,1.0
is hitting,0.041666666666666664
hitting its,1.0
its limit.,0.3333333333333333
limit. #AI,1.0
Letâ€™s free,0.5
free #LLM,1.0
#LLM reasoning,0.012345679012345678
reasoning with,0.3333333333333333
with unbiased,0.05555555555555555
unbiased open,1.0
source model,0.5
model weights!,0.08333333333333333
weights! â¤ï¸ğŸ“š,1.0
â¤ï¸ğŸ“š https://t.co/V6sxgj011d,1.0
https://t.co/gOsgK4BPyv Â»Safe,0.2
"Â»Safe Superintelligence,",1.0
"Superintelligence, Ilya",1.0
Ilya Sutskeverâ€™s,1.0
Sutskeverâ€™s AI,1.0
"AI startup,",0.04
"startup, is",1.0
is reportedly,0.041666666666666664
reportedly close,1.0
close to,1.0
to raising,0.02857142857142857
raising roughly,1.0
roughly $1BÂ«,1.0
$1BÂ« https://t.co/i9NklCzmnv,1.0
https://t.co/i9NklCzmnv #AIagent,1.0
@AutismCapital @balajis,0.5
@balajis It's,1.0
It's also,1.0
also quite,0.5
"quite false,",1.0
"false, M.",1.0
"M. @AutismCapital,",0.16666666666666666
"@AutismCapital, because",1.0
because the,1.0
the #LLM,0.021739130434782608
#LLM is,0.012345679012345678
is not,0.041666666666666664
not intelligent,0.16666666666666666
intelligent and,1.0
and does,0.034482758620689655
does not,0.5
not understand,0.16666666666666666
"understand English,",0.5
"English, nor",1.0
nor indeed,1.0
indeed any,1.0
any human,1.0
human language.,0.25
language. @grok,1.0
@grok and,0.5
and @ChatGPTapp,0.034482758620689655
@ChatGPTapp and,1.0
and @cohere,0.034482758620689655
@cohere and,1.0
and all,0.034482758620689655
all the,0.3333333333333333
the rest,0.021739130434782608
rest of,1.0
of these,0.047619047619047616
these things,0.3333333333333333
things are,0.5
are *not,0.14285714285714285
"*not thinking*,",1.0
"thinking*, remember?",1.0
remember? They,1.0
They can't,0.5
can't tell,0.5
tell truth,1.0
truth from,1.0
from falsehood.,0.125
Curious: Do,1.0
Do we,1.0
we have,0.16666666666666666
have benchmarks,0.3333333333333333
benchmarks measuring,0.5
measuring Western,1.0
Western #LLM,1.0
#LLM biases?,0.012345679012345678
biases? ğŸ§,1.0
ğŸ§ My,1.0
My observation:,0.5
observation: topics,1.0
topics like,1.0
"like climate,",0.5
"climate, energy,",1.0
"energy, gender,",1.0
"gender, health",1.0
health tend,1.0
tend toward,1.0
toward left-leaning,1.0
left-leaning narratives.,1.0
narratives. Even,1.0
Even Grok,1.0
Grok shows,0.25
shows this,0.5
this pattern,0.125
pattern -,1.0
- https://t.co/KohOmSkSmT,0.07142857142857142
https://t.co/KohOmSkSmT (base,1.0
(base &amp;,1.0
"&amp; proprietary,",0.07692307692307693
"proprietary, all",1.0
all negative,0.3333333333333333
negative =,1.0
= left,1.0
left leaning),1.0
leaning) #ai,1.0
#ai https://t.co/NwGCgVl0LY,0.1
ğŸ”¥ #GitHub,0.2
#GitHub February,1.0
February Updates:,0.5
Updates: Developer,1.0
Developer Experience,1.0
Experience Improvements,1.0
Improvements ğŸ”¥,1.0
ğŸ”¥ #ai,0.2
#ai #llm,0.2
#llm #coding,0.07692307692307693
#coding ğŸ§µ,0.5
ğŸ§µ ğŸ‘‡,1.0
ğŸ‘‡ ğŸ¤–,1.0
ğŸ¤– #GPT4o,0.5
#GPT4o #Copilot,1.0
#Copilot model,0.5
model now,0.08333333333333333
now in,1.0
in public,0.043478260869565216
public preview,0.3333333333333333
preview -,1.0
- trained,0.07142857142857142
trained on,0.3333333333333333
on 275k+,0.045454545454545456
275k+ repositories,1.0
repositories across,1.0
across 30+,0.3333333333333333
30+ programming,1.0
programming languages,0.3333333333333333
languages https://t.co/GLQ3EmZF4B,1.0
Try this,1.0
this dobby,0.125
dobby out.,1.0
out. its,1.0
its funnier,0.3333333333333333
funnier them,1.0
them most,1.0
most of,1.0
of The,0.047619047619047616
The LLM's,0.125
LLM's out,1.0
out there.,0.3333333333333333
there. It,1.0
It is,0.3333333333333333
is very,0.041666666666666664
very refreshing,1.0
refreshing and,1.0
and engaing.,0.034482758620689655
engaing. Dobby,1.0
Dobby is,1.0
is your,0.041666666666666664
your that,0.07142857142857142
that friend,0.09090909090909091
friend who,1.0
who can,1.0
can bitch,0.09090909090909091
bitch about,1.0
about infront,0.3333333333333333
infront of,1.0
of you.,0.047619047619047616
you. #Dobby,1.0
#Dobby #Sentient,1.0
#Sentient #LLM,1.0
#LLM https://t.co/CSd7rWaWPK,0.012345679012345678
What is,0.3333333333333333
is next,0.041666666666666664
next in,1.0
in Radiology,0.043478260869565216
Radiology Generative,1.0
Generative AI?,1.0
AI? #LLM,0.5
#LLM #AIAgent,0.012345679012345678
#AIAgent and,1.0
and beyond!!,0.034482758620689655
beyond!! Great,1.0
Great talk,0.5
talk by,1.0
by @woojinrad,0.16666666666666666
@woojinrad @SocietyAbdRad,1.0
@SocietyAbdRad @MoffittNews,1.0
@MoffittNews #SAR25,1.0
#SAR25 https://t.co/lJVFZJm7VV,1.0
https://t.co/lJVFZJm7VV https://t.co/maMPx9K3Gy,1.0
@imPenny2x @RobotJunkyard72,0.3333333333333333
@RobotJunkyard72 M.,1.0
"M. @imPenny2x,",0.16666666666666666
"@imPenny2x, how",1.0
how is,0.14285714285714285
a hammer,0.05714285714285714
hammer (a,0.5
(a hand,1.0
hand tool),1.0
tool) like,1.0
like an,0.5
an #LLM?,0.1
#LLM? You,1.0
You can,1.0
can actually,0.09090909090909091
actually hurt,1.0
hurt yourself,1.0
yourself using,1.0
"a hammer,",0.02857142857142857
"hammer, you",1.0
you know.,0.1111111111111111
know. It,1.0
It requires,0.3333333333333333
requires skill,0.5
skill to,1.0
use a,0.3333333333333333
hammer and,0.5
and not,0.034482758620689655
not everyone,0.16666666666666666
everyone can,1.0
can do,0.09090909090909091
do it,0.5
it properly.,0.2
properly. Hammering,1.0
Hammering nails,1.0
nails is,1.0
is something,0.041666666666666664
something you,1.0
you don't,0.1111111111111111
don't know,0.5
know how,1.0
"to do,",0.02857142857142857
"do, Penny",1.0
Penny (i.e.,1.0
(i.e. it's,1.0
it's hard,1.0
hard work.),1.0
work.) ~Chara,1.0
English is,1.0
is the,0.041666666666666664
new programming,0.2
programming language!!!,0.3333333333333333
language!!! #PromptEngineering,1.0
#PromptEngineering #AutonomousCoding,1.0
#AutonomousCoding #CoPilot,1.0
#CoPilot #AI,1.0
#LLM https://t.co/oIucDy62PI,0.012345679012345678
ğŸŸ£ KAIST,1.0
KAIST and,1.0
and DeepAuto,0.034482758620689655
DeepAuto #AI,1.0
#AI Researchers,0.022222222222222223
Researchers Propose,0.5
Propose InfiniteHiP:,1.0
InfiniteHiP: A,1.0
A Game-Changing,0.5
Game-Changing Long-Context,1.0
Long-Context #LLM,1.0
#LLM Framework,0.012345679012345678
Framework for,1.0
for 3M-Token,0.05555555555555555
3M-Token Inference,1.0
Inference on,0.5
on a,0.045454545454545456
a Single,0.02857142857142857
Single GPU,1.0
GPU Read,0.5
Read more,0.16666666666666666
more ğŸ‘‡ğŸ‘‡,0.16666666666666666
ğŸ‘‡ğŸ‘‡ https://t.co/IswWOQY2VP,1.0
https://t.co/IswWOQY2VP https://t.co/gtZwSgbcBS,1.0
Koel-TTS from,1.0
from NVIDIA,0.125
NVIDIA tackles,1.0
tackles LLM,1.0
LLM speech,0.1111111111111111
speech hallucinations,1.0
hallucinations using,1.0
using preference,0.08333333333333333
preference alignment,1.0
alignment +,1.0
+ classifier-free,0.3333333333333333
classifier-free guidance.,1.0
guidance. Achieves,1.0
Achieves SOTA,1.0
SOTA intelligibility,0.5
intelligibility (0.51%,1.0
(0.51% CER),1.0
CER) with,1.0
with less,0.05555555555555555
less training,0.5
training data.,0.5
data. https://t.co/CiJgHzHDB4,1.0
https://t.co/CiJgHzHDB4 #SpeechAI,1.0
#SpeechAI #LLM,1.0
#LLM #TTS,0.012345679012345678
#TTS https://t.co/1dICzpACD2,1.0
New Blog:,0.25
Blog: Challenging,0.5
Challenging the,1.0
the Hype:,0.021739130434782608
Hype: Why,1.0
Why AIâ€™s,1.0
AIâ€™s Path,1.0
Path to,1.0
to General,0.02857142857142857
General Intelligence,1.0
Intelligence Needs,1.0
Needs a,1.0
a Rethink,0.02857142857142857
Rethink -,1.0
- Part,0.07142857142857142
Part One,1.0
One Read,1.0
Read our,0.16666666666666666
our Blog:,0.2
Blog: https://t.co/CxKhU8Mn5l,0.5
https://t.co/CxKhU8Mn5l #AISecurity,1.0
#AISecurity #AIThirdParty,0.5
#AIThirdParty #AICompliance,1.0
#AICompliance #LLM,1.0
#LLM #AGI,0.012345679012345678
#AGI #AIForGood,0.5
#AIForGood https://t.co/Smayl7mC9v,1.0
ğŸ“šâœ¨ Successful,1.0
Successful Pre-Synopsis,1.0
Pre-Synopsis Submission,1.0
Submission at,0.5
at CPJ,0.25
CPJ Campus!,0.5
Campus! âœ¨ğŸ“š,1.0
âœ¨ğŸ“š On,1.0
On 17th,1.0
17th February,1.0
"February 2025,",0.5
"2025, CPJ",1.0
CPJ College,0.5
College proudly,1.0
proudly conducted,1.0
conducted the,0.5
the Pre-Synopsis,0.021739130434782608
Submission for,0.5
for our,0.05555555555555555
our LL.M.,0.2
"LL.M. students,",1.0
"students, featuring",0.5
featuring the,1.0
the esteemed,0.021739130434782608
esteemed Dr.,1.0
Dr. Anuj,1.0
Anuj Kumar,1.0
"Kumar Vaksha,",1.0
"Vaksha, Professor",1.0
Professor at,1.0
at GGSIPU.,0.25
GGSIPU. #LLM,1.0
#LLM #ResearchDevelopment,0.012345679012345678
#ResearchDevelopment #CPJCampus,1.0
#CPJCampus https://t.co/mMKGHl89AE,1.0
@VadimYuryev @VadimYuryev,0.5
@VadimYuryev Great,0.5
Great Video:,0.5
Video: your,1.0
your enthusiasm,0.07142857142857142
enthusiasm is,1.0
"is infectious,",0.041666666666666664
"infectious, i",1.0
i am,1.0
am seeing,1.0
seeing the,1.0
the brilliance,0.021739130434782608
brilliance of,1.0
of Ã†,0.047619047619047616
Ã† #UNIFIEDMEMORY,1.0
#UNIFIEDMEMORY pool,1.0
pool as,1.0
as opposed,0.25
opposed to,1.0
to separate,0.02857142857142857
separate hardware,1.0
hardware for,0.5
for the,0.05555555555555555
the CPU,0.021739130434782608
CPU &amp;,1.0
&amp; GPU,0.07692307692307693
GPU tasks.,0.5
tasks. To,0.5
To be,1.0
be able,0.1111111111111111
able to,1.0
to run,0.02857142857142857
run an,1.0
an independent,0.1
independent #LLM,1.0
#LLM on,0.012345679012345678
on hardware,0.045454545454545456
hardware which,0.5
which requires,0.5
requires 20+W,0.5
20+W &amp;,1.0
&amp; fits,0.07692307692307693
fits in,1.0
in your,0.043478260869565216
your palm.,0.07142857142857142
palm. https://t.co/AgN2PDpp9Z,1.0
https://t.co/AgN2PDpp9Z https://t.co/lN6CIkvN7W,1.0
"At NVIDIA,",1.0
"NVIDIA, our",1.0
our collaboration,0.2
collaboration with,1.0
with @tech_mahindra,0.05555555555555555
@tech_mahindra has,1.0
has been,1.0
been a,0.5
a testament,0.02857142857142857
testament to,1.0
to generative,0.02857142857142857
generative AI,1.0
"AI innovation,",0.04
"innovation, pioneering",1.0
pioneering first,1.0
first dialect,0.5
dialect based,1.0
based Hindi,0.5
Hindi #LLM,1.0
#LLM Nemotron-4-Mini-Hindi-4B,0.012345679012345678
Nemotron-4-Mini-Hindi-4B model,1.0
model using,0.08333333333333333
using NVIDIA's,0.08333333333333333
NVIDIA's stack.,1.0
stack. Watch,1.0
Watch the,0.5
